Código Plan,Carrera,Cohorte,Número de alumno,Bloqueo,Causal Bloqueo,RUN,DV,Nombres,Unnamed: 9,Primer Apellido,Segundo Apellido,Logro,Fecha Logro,Última Carga
HW2,Magia,2010-01,554598,S,ALUMNO CON DEUDA MOROSA,24392842,9,NIEVES,ERIKA,MURGAN,ZAMUDIO,INGRESO,2010-01,2010-01
HW1,Magia,2001-01,650142,S,BLOQUEO POR NO INSCRIPCION,19175741,2,NAYADET,JOSEPH,HUMAÑA,NERCELLES,INGRESO,2001-01,2001-01
HW2,Magia,2013-01,639318,S,ALUMNO CON DEUDA MOROSA,17005258,5,ANABELLE,HELLEN,GRIÑO,HORVATH,INGRESO,2013-01,2013-01
HW2,Magia,2008-01,591822,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS,24629303,8,MAYEN,CRISSTTOFER,VOLKER,VUSKOVIC,3 SEMESTRE,2011-01,2011-01
HP1,Magia,1994-01,575112,S,BLOQUEO POR NO INSCRIPCION,12847510,3,LICETTE,BETZABETH,UBEDA,LOVERA,INGRESO,1994-01,1998-01
HP1,Magia,1990-01,491810,S,ALUMNO EGRESADO,7336797,9,BASILIO,NENAY,NESVARA,MADARIAGA,SEGUNDO AÑO,1993-01,1996-02
PH2,Magia,2014-01,518298,N,Sin Bloqueo,24975448,6,AGUSTINA,DOMITILA,ARUESTE,ISUIZA,INGRESO,2014-01,2014-02
HP1,Magia,1996-01,426852,S,ALUMNO CON DEUDA MOROSA,4904962,9,MELANI,AMARIE,VILLEGAS,FORTE,QUINTO AÑO- EGRESO,2001-02,2001-02
HP1,Magia,1989-01,471804,S,ALUMNO LICENCIADO,15568467,4,GRACIELA,ESTHEFANY,COLIN,PENA,SEGUNDO AÑO,1991-01,1995-01
HW1,Magia,2001-01,392156,S,ALUMNO LICENCIADO,5697408,2,MILDRED,ANARIEL,DEL PINO,GERALD,QUINTO AÑO - EGRESO,2007-01,2007-01
HP1,Magia,1989-01,624797,S,ALUMNO EGRESADO,13887491,1,ARACE,GRISNY,MAGALLANES,ZÚÑIGA,SEGUNDO AÑO,1991-01,1994-01
HW2,Magia,2012-01,408944,S,ALUMNO EGRESADO,4447190,7,MILLARRAY,EUSEBIO,VILLAFAÑA,FELLAY,10 SEMESTRE - EGRESO,2019-01,2019-01
HP1,Magia,1994-01,481087,S,BLOQUEO POR NO INSCRIPCION,11030915,5,ROMINIC,AMARIE,SAMPIERI,COLABELLO,INGRESO,1994-01,1997-02
GH3,Magia,2008-01,529064,S,SUSPENSION DE ESTUDIOS,16554929,5,GUILLERMO,EMERSON,CAYUMAN,CAYO,INGRESO,2008-01,
HW1,Magia,2001-01,589187,S,BLOQUEO POR NO INSCRIPCION,24595014,4,AUGUSTA,JOHANSEN,BUDINI,REHHOF,INGRESO,2001-01,2001-02
GH1,Magia,2003-01,521073,S,ALUMNO CON DEUDA MOROSA,24338761,0,JAMILETT,ORIEL,LIPIN,LASHEN,INGRESO,2003-01,2003-02
HP1,Magia,1998-01,586184,S,BLOQUEO POR NO INSCRIPCION,22817123,5,ANDRÉS,ANN,OLIVERO,MOLINA,INGRESO,1998-01,1998-01
HP1,Magia,1995-01,532895,S,ALUMNO EGRESADO,8426378,7,PATRICIO,JULIÁN,FÁBREGA,EPELDEGUI,INGRESO,1995-01,1999-01
PH2,Magia,2007-01,423115,S,ALUMNO CON DEUDA MOROSA,6575394,9,ESTEFANY,EVA,LATRILLE,ABDALE,INGRESO,2007-01,
HP1,Magia,1995-01,377892,S,BLOQUEO POR NO INSCRIPCION,9588423,3,FRANCISC,YERAY,ARISTEGUI,QUINTUPURAI,INGRESO,1995-01,1996-02
PH2,Magia,2005-01,556029,N,Sin Bloqueo,10902461,5,YELENNE,LENIN,LLANCAQUEO,MOSSO,10 SEMESTRE - EGRESO,2010-02,2010-02
HP1,Magia,1991-01,642545,S,BLOQUEO POR NO INSCRIPCION,19233272,8,GERARD,MAYTEE,STOLTZMANN,SHEHADEH,INGRESO,1991-01,1997-02
HP1,Magia,1989-01,590842,S,BLOQUEO POR NO INSCRIPCION,10999072,6,GLAURA,FABRICIO,FASSLER,LLAÑA,INGRESO,1989-01,1995-01
HP1,Magia,1992-01,623497,S,BLOQUEO POR NO INSCRIPCION,22047116,0,MELISSA,GHISLAINE,DIAZ,LAFERTTE,INGRESO,1992-01,1996-02
HW2,Magia,2005-01,651058,S,SUSPENSION DE ESTUDIOS,7155299,5,ANALÍA,MAXWELL,ARBILDUA,BERGEON,1 SEMESTRE,2005-01,2005-01
HW1,Magia,2003-01,381064,S,ALUMNO EGRESADO,7226136,4,VITTORIO,EXEQUIEL,WISNIA,CISTERNA,QUINTO AÑO - EGRESO,2007-02,2007-02
HP1,Magia,1989-01,480631,S,BLOQUEO POR NO INSCRIPCION,10894373,3,ALEJANDR,JOSELINNE,ANABALÓN,THIELE,INGRESO,1989-01,1998-01
HP1,Magia,1988-02,545713,S,ALUMNO EGRESADO,8381321,9,BIANCA,EXEQUIEL,CAMIRUAGA,BOLBARAN,CUARTO AÑO,1991-01,1992-02
HP1,Magia,1995-01,560979,S,ALUMNO EGRESADO,8597808,0,RALF,KATIUSCA,ATANASSOV,ALVIAL,INGRESO,1995-01,2000-01
HW2,Magia,2007-01,591479,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,12722658,3,LEON,LINDA,STREINESBERGER,DOTE,INGRESO,2007-01,2007-01
HP1,Magia,1992-01,423428,S,ALUMNO EGRESADO,4122509,4,GUILLERM,SOLANO,GASTON DE IRIARTE,PAINEMIL,INGRESO,1992-01,2000-02
HP1,Magia,1988-01,590807,S,BLOQUEO POR NO INSCRIPCION,21725107,4,POLA,LEONOR,CABALLERO,PAEZ,INGRESO,1988-01,1993-02
HP1,Magia,1990-01,630805,S,BLOQUEO POR NO INSCRIPCION,12090874,6,GENESY,PATRICK,STOWHAS,SOMMER,INGRESO,1990-01,1995-01
HP1,Magia,2002-01,562861,S,ALUMNO EGRESADO,10984606,8,JOSÉBELÉN,RENÉ,MAULÉN,LJUBETICH,SEGUNDO AÑO,2004-01,2006-02
HP2,Magia,2006-01,572466,S,BLOQUEO POR NO INSCRIPCION,13866299,2,VENUS,KURT,MERA,CLEMENTI,INGRESO,2006-01,
HP1,Magia,1998-01,393483,S,ALUMNO EGRESADO,9299440,0,LISBETH,VIANKA,GACITUA,OROS,TERCER AÑO,1998-01,1999-02
HW1,Magia,2002-01,539086,S,ALUMNO CON DEUDA MOROSA,22711949,4,FERNANDEZ,ARELY,SERRANO,JERIA,PRIMER AÑO,2003-01,2005-01
HP1,Magia,1988-01,460564,S,ALUMNO EGRESADO,9047703,0,AGUSTÍN,JEANETTE,LIENQUEO,DE LA PEÑA,INGRESO,1988-01,1997-01
HW1,Magia,2001-01,493190,S,"BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION",11877866,K,LUIS,ALEJAN.,ALARCON,GROS,INGRESO,2001-01,
HW2,Magia,2008-01,413766,S,BLOQUEO POR NO INSCRIPCION,9967114,6,TANYA,DELOS,MANDUJANO,CONCHA,2 SEMESTRE,2008-01,2009-02
HW2,Magia,2017-01,521806,S,ALUMNO EGRESADO,5469778,6,ULISES,KAROLAY,VENTURA,ROLDAN,10 SEMESTRE - EGRESO,2021-02,2021-02
HW1,Magia,2001-01,600186,S,BLOQUEO POR NO INSCRIPCION,7063533,2,VALESHKA,YERKO,CHAMORRO,WITTERSHEIM,INGRESO,2001-01,2002-01
HW2,Magia,2014-02,421512,S,BLOQUEO POR NO INSCRIPCION,6280139,K,ZAVKA,VIVIAN,TERAN,BANUS,1 SEMESTRE,2014-02,2016-01
PH2,Magia,2010-01,589193,N,Sin Bloqueo,9844465,0,NOEMI,DEYANIRA,LARGO,TARIFEÑO,INGRESO,2010-01,2010-02
HP1,Magia,1998-01,499231,S,BLOQUEO POR NO INSCRIPCION,12902751,8,LIZZETTE,ILYCH,MICHAUD,ATISHA,INGRESO,1998-01,1999-01
HW1,Magia,2002-01,432042,S,BLOQUEO POR NO INSCRIPCION,4792645,6,GUILLERMO,FLAVIA,GOIO,BLANCA,INGRESO,2002-01,2002-02
PH2,Magia,2010-01,492187,S,ALUMNO CON DEUDA MOROSA,6934442,6,ESTREL,CATARY,STOLTZMANN,VICTORIANO,INGRESO,2010-01,2010-01
HP1,Magia,1991-01,565554,S,BLOQUEO POR NO INSCRIPCION,15533491,1,LYNDA,ANTONI,SPIESS,BASSI,INGRESO,1991-01,1996-02
HW1,Magia,2003-01,534126,S,ALUMNO LICENCIADO,8551593,6,OLIMPIA,VICKY,MARRERO,DEL RIO,QUINTO AÑO - EGRESO,2008-01,2008-01
HW2,Magia,2007-01,483480,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,12742282,7,AMAYA,FCO.,TIRADO,PEÑA Y LILLO,1 SEMESTRE,2007-01,2009-01
HW2,Magia,2024-01,589444,N,Sin Bloqueo,17851099,0,GILBET,MACAREN,BAGINSKY,VELOZ,INGRESO,2024-01,2024-02
HP1,Magia,1992-01,394494,S,BLOQUEO POR NO INSCRIPCION,17422190,K,YANETT,KERREY,ADAROS,ABDO,INGRESO,1992-01,1999-01
HW1,Magia,1992-01,637627,S,ALUMNO EGRESADO,9323791,K,ANGEL.,ROGER,BERGEON,BALHARRY,INGRESO,2004-02,2006-01
HW2,Magia,2005-01,438071,S,ALUMNO LICENCIADO,18801613,9,GLENDA,ALONDRA,TENASEN,MICHELL,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2017-01,2017-01
HP1,Magia,1998-01,455479,S,ALUMNO EGRESADO,9007951,K,SANTI,STHEFANIE,TURINA,HOLBUT,QUINTO AÑO- EGRESO,1998-01,1998-02
PH2,Magia,2011-01,559208,S,ALUMNO CON DEUDA MOROSA,4516779,8,MARKO,EGVERT,GEIGER,MADINA,INGRESO,2011-01,2011-01
HW2,Magia,2008-01,587823,S,ALUMNO LICENCIADO,15854217,2,DAISE,JOAO,CLEMENTI,JURLOW,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2012-01,2012-01
GH1,Magia,2003-01,409052,S,ALUMNO CON DEUDA MOROSA,6315662,0,ANGAROA,DANIELLA,VON BISCHOFFSHAUSEN,ARAYA,INGRESO,2003-01,
HW1,Magia,2003-01,420106,S,"BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION",6290655,2,NICOLAS,ROSENDO,YUS,SOLANICH,INGRESO,2003-01,
GH1,Magia,2003-01,613067,S,ALUMNO CON DEUDA MOROSA,14607140,7,JORDI,MATIAS,COTTET,CERRO,INGRESO,2003-01,2003-02
PH2,Magia,2006-01,454086,S,BLOQUEO POR NO INSCRIPCION,23950489,4,CHARLOT,ALLAN,ÁVILA,HUENUL,INGRESO,2006-02,2006-02
HW2,Magia,2007-01,443644,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,25495913,K,LEONARDO,ENRIQU,GIOIA,NAZAR,2 SEMESTRE,2008-01,2009-02
HP1,Magia,1996-01,593609,S,BLOQUEO POR NO INSCRIPCION,18743451,5,YARISKA,MARGGORIT,BRILLAY,ALBANEZ,INGRESO,1996-01,1998-02
HP1,Magia,1994-01,377116,S,BLOQUEO POR NO INSCRIPCION,5940112,3,LEILA,KATHERINE,WEBER,PASSALACQUA,INGRESO,1994-01,1995-01
HW2,Magia,2009-01,453085,N,Sin Bloqueo,9541891,9,GRACIA,MILKO,JELVEZ,LEITON,10 SEMESTRE - EGRESO,2015-02,2015-02
HP1,Magia,1990-01,649655,N,Sin Bloqueo,20399505,K,NOOR,ENGEL,VEGLIA,CAQUEO,INGRESO,1990-01,1996-02
HP1,Magia,1991-01,461534,S,BLOQUEO POR NO INSCRIPCION,4150496,7,BAITIARE,ROMINNA,MALATESTA,CELAYA,INGRESO,1991-01,1996-02
HW2,Magia,2008-01,607740,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,14120213,4,NACOHOR,ARON,GÓMEZ,OROZ,2 SEMESTRE,2009-01,2010-02
HW1,Magia,2002-01,561050,S,ALUMNO EGRESADO,17249440,7,YANETH,ANAHYSS,URDILES,DAUDEN,QUINTO AÑO - EGRESO,2006-02,2006-02
HP1,Magia,1990-01,648834,S,ALUMNO EGRESADO,11854654,8,RENATA,DYLAN,THIELE,CARRIZO,QUINTO AÑO- EGRESO,1994-02,1994-02
HP1,Magia,1991-01,651610,S,BLOQUEO POR NO INSCRIPCION,5751299,3,PIERANNA,MIREYA,ZULOAGA,LARREA,INGRESO,1991-01,1996-01
HW1,Magia,2000-01,641223,S,ALUMNO EGRESADO,25261417,2,JORDÁN,ILIA,UGARTE,PRIETO,QUINTO AÑO - EGRESO,2004-02,2004-02
GH1,Magia,2003-01,439037,S,ALUMNO LICENCIADO,10873300,4,DHAMARI,CONNY,HIPP,CANALES DE LA CERDA,QUINTO AÑO - EGRESO,2007-02,2007-02
HW1,Magia,2002-01,466057,S,ALUMNO EGRESADO,10068005,3,ANTONIO,JULIÁN,JAUREGUI,CORTINEZ,QUINTO AÑO - EGRESO,2004-02,2004-02
PH2,Magia,2006-01,538067,S,BLOQUEO POR NO INSCRIPCION,4789955,3,ALISON,EUGENI,MANCISIDOR,GALLEGOS,10 SEMESTRE - EGRESO,2010-02,2010-02
GH1,Magia,2003-01,558061,S,ALUMNO CON DEUDA MOROSA,21296055,3,LIZZIE,AMED,MOLINA,PERRY,INGRESO,2003-01,2003-02
HP1,Magia,1992-01,478380,S,BLOQUEO POR NO INSCRIPCION,22310609,8,NASHMIA,LINJA,PALLERO,MENDOZA,INGRESO,1992-01,1996-02
HW2,Magia,2012-02,640158,N,Sin Bloqueo,23214235,6,TANYA,ESCARLET,CABEZA,PUCH,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2021-02,2021-02
HW2,Magia,2015-01,494523,S,ALUMNO LICENCIADO,7337641,4,JOSLYAN,IVAN,BRAGADO,TILLERIA,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2022-01,2022-01
HP1,Magia,1992-01,466386,S,BLOQUEO POR NO INSCRIPCION,17023490,3,MERY,EVELYN,ORMAZÁBAL,ISLA,INGRESO,1992-01,1998-01
HW2,Magia,2022-01,574327,N,Sin Bloqueo,17442104,5,ORIETA,HOWARD,CÓRDOVA,MALUENDA,4 SEMESTRE,2023-02,2023-02
HP2,Magia,2009-01,380662,S,ALUMNO LICENCIADO,16307707,1,GERMÁN,LAURENT,CANIVILO,LEAL,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2015-01,2015-01
HW1,Magia,2002-01,609009,S,BLOQUEO POR NO INSCRIPCION,17337153,7,ASTRID,NASTHIA,JOBET,CAÑETE,INGRESO,2002-01,2003-01
HW2,Magia,2008-01,470954,N,Sin Bloqueo,10544019,9,NAZIR,ISIDRO,ESTRADA,PRAT,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2019-02,2019-02
DO1,Doctorado en Magia,2024-01,507011,N,Sin Bloqueo,24500034,9,FARIDDE,WENDY,BLANCO,DOMINGUEZ,INGRESO,2024-01,2024-01
HW1,Magia,2001-01,368029,S,BLOQUEO POR NO INSCRIPCION,23953457,0,MAINA,MARILEN,GUTÍERREZ,SEFERINO,INGRESO,2001-01,2001-02
HW2,Magia,2006-01,508350,S,SUSPENSION DE ESTUDIOS,16185946,4,JENIFFER,AARON,OTSU,AMAR,INGRESO,2006-01,
HW1,Magia,2000-01,379249,S,BLOQUEO POR NO INSCRIPCION,12079353,1,ERIKA,PIERIS,ULLOA,SOLANICH,INGRESO,2000-01,2001-01
HW2,Magia,2015-01,546552,N,Sin Bloqueo,7963980,4,ANGELINE,GEREMY,MAC-VICAR,UGARTE,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2023-01,2023-01
HW2,Magia,2008-01,598905,S,BLOQUEO POR NO INSCRIPCION,14198966,4,HALLEY,YURI,VALLETTA,GARCÍA DE LA HUERTA,INGRESO,2008-01,2008-02
HW1,Magia,2000-01,396227,S,ALUMNO EGRESADO,12951861,3,ÁMBAR,HYBET,THIELEMANN,VALDEBENITO,QUINTO AÑO - EGRESO,2004-02,2004-02
HP1,Magia,1991-01,453864,S,ALUMNO EGRESADO,10682282,9,PROSIDIA,RAISBEL,JAUREGUI,HARDY,QUINTO AÑO- EGRESO,1995-02,1995-02
HP1,Magia,2000-01,486330,S,ALUMNO EGRESADO,6266752,3,IVONNE,ITANIA,FUENTES,OPAZO,SEGUNDO AÑO,2004-01,2005-02
HW1,Magia,2000-01,618218,S,ALUMNO EGRESADO,23424162,3,MARIA-BELEN,SEILYT,LOPEZ,NAVEA,QUINTO AÑO - EGRESO,2009-01,2009-01
HP1,Magia,1991-01,599551,S,BLOQUEO POR NO INSCRIPCION,19800969,2,ALEXI,NATANIEL,MAFFET,PENNA,INGRESO,1991-01,1996-02
HP1,Magia,1993-01,611861,N,Sin Bloqueo,24246486,4,NAIARA,DOMINIC,BARBA,OYARCE,QUINTO AÑO- EGRESO,1994-02,1994-02
HW2,Magia,2009-01,414226,N,Sin Bloqueo,17303950,0,VIVIAN,JAIMY,ROMANO,MANZUR,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2019-02,2019-02
HW2,Magia,2016-01,625703,N,Sin Bloqueo,8849518,2,HYBET,ANGEL.,GEISSE,PICON,7 SEMESTRE,2022-02,2022-02
HP1,Magia,1991-01,472819,S,BLOQUEO POR NO INSCRIPCION,24333525,2,MAIRA,ERICK,ADARO,OSSES,INGRESO,1991-01,1992-01
HP1,Magia,1989-01,638841,S,BLOQUEO POR NO INSCRIPCION,4145421,5,ALEXA,STEVE,BEGAZO,DUPERAT,INGRESO,1989-01,1994-02
HW2,Magia,2007-01,453481,S,ALUMNO CON DEUDA MOROSA,21243213,0,ESTIVALYA,NICCOLE,FURLANETTO,AGUDELO,INGRESO,2007-01,2007-02
HP1,Magia,1990-01,397553,N,Sin Bloqueo,5893862,4,AILYN,ANAHYSS,PIZARRO,TARRAGÓ,QUINTO AÑO- EGRESO,1996-02,1996-02
HW1,Magia,2004-01,493564,S,ALUMNO EGRESADO,12543851,1,MILENE,DIOLGUE,EGNEN,ARMAS,QUINTO AÑO - EGRESO,2008-02,2008-02
HP1,Magia,1991-01,538484,S,ALUMNO EGRESADO,6148021,K,MELANI,SHAJAR,OYANEDEL,LÉNIZ,CUARTO AÑO,1999-01,1999-01
HP1,Magia,1995-01,572933,S,BLOQUEO POR NO INSCRIPCION,24737174,4,CHARLES,EDUARDO,KRIMAN,MARIHUAN,PRIMER AÑO,1997-01,1998-01
HP1,Magia,1993-01,456214,S,BLOQUEO POR NO INSCRIPCION,23146085,8,JEAN,HERNITA,JERIA,TANGÜIS,INGRESO,1993-01,1996-02
HP1,Magia,1998-01,384359,S,BLOQUEO POR NO INSCRIPCION,7911446,2,TOMISLAV,DEL,SIMON,LAFERTTE,INGRESO,1998-01,1998-02
HP1,Magia,1993-01,447319,S,ALUMNO EGRESADO,25469028,K,ALAIS,PASCALLE,MICHAUD,MARIHÚAN,INGRESO,1993-01,2000-01
HW2,Magia,2005-01,515027,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,22681232,6,ANISE,DEBORJAS,MIÑO,RAMÍREZ,2 SEMESTRE,2007-01,2007-02
HP1,Magia,1995-01,379844,S,BLOQUEO POR NO INSCRIPCION,18265812,0,MAINA,MALENKA,CASTIBLANCO,CAZOR,PRIMER AÑO,1999-02,1999-02
HW1,Magia,2001-01,453277,S,ALUMNO CON DEUDA MOROSA,8299381,6,YOANNA,PATRICIO,CHAMORRO,CARBONELL,CUARTO AÑO,2008-02,2008-02
HW2,Magia,2007-01,521482,N,Sin Bloqueo,14913755,3,DAGOBERTO,WILLEAMS,JIRÓN,RIVAL,10 SEMESTRE - EGRESO,2015-02,2015-02
HP1,Magia,1991-01,460611,S,BLOQUEO POR NO INSCRIPCION,15931716,9,ARACELIS,DANICA,RUSQUE,MARINAO,INGRESO,1991-01,1997-01
HP2,Magia,2021-01,616589,S,SUSPENSION DE ESTUDIOS,8077737,6,ETIENNE,JOSSELINE,LEVICH,URREJOLA,2 SEMESTRE,2021-02,2022-02
HW2,Magia,2006-01,600402,S,ALUMNO CON DEUDA MOROSA,16400084,2,YERSON,XENNIA,GIRALDO,RIOSECO,INGRESO,2006-01,2006-01
HW2,Magia,2020-01,439115,N,Sin Bloqueo,6062315,5,VALKIRIA,CELIA,AMÉSTICA,CABEZA,8 SEMESTRE,2024-01,2024-02
HW2,Magia,2021-01,611246,N,Sin Bloqueo,14737214,3,KIAYRA,GIANINNA,HUENULAF,PAINENAO,5 SEMESTRE,2024-01,2024-02
HW1,Magia,2002-01,520006,S,ALUMNO EGRESADO,10226572,3,NEHEMÍAS,CHRISS,BERASAIN,ZELADA,QUINTO AÑO - EGRESO,2007-01,2007-01
HW2,Magia,2010-01,504365,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,16130835,8,ANA,BENITO,MATELUNA,ESCOBAR,1 SEMESTRE,2011-02,2013-01
HW1,Magia,2004-01,446563,S,SUSPENSION DE ESTUDIOS,20136131,6,JCQUELINE,GIANCARLO,EMHART,ARELLANO,SEGUNDO AÑO,2004-01,
HW2,Magia,2008-01,556840,N,Sin Bloqueo,7162966,4,WILLEAMS,ANGELLI,WIESE,OYANEDEL,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2022-02,2022-02
HP1,Magia,1992-01,638525,S,ALUMNO EGRESADO,12692627,2,DANIELLA,HERNÁN,PETRICIC,MERY,INGRESO,1992-01,1997-01
HW2,Magia,2005-01,375121,S,ALUMNO LICENCIADO,16598853,7,ESCARLETH,JULIO,BOHORQUEZ,OVANDO,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2017-01,2017-01
HW2,Magia,2018-01,441883,S,ALUMNO EGRESADO,21828529,3,ESTIBALIA,DHAFNA,O'KUINGHTON,ESCAMILLA,10 SEMESTRE - EGRESO,2022-02,2022-02
HP1,Magia,1991-01,583571,S,ALUMNO EGRESADO,19542221,8,ANGELICA,HEIDI,MORRIN,BITAR,INGRESO,1991-01,1999-02
HW2,Magia,2009-01,644082,S,ALUMNO CON DEUDA MOROSA,19853760,6,INDRY,PAZLORENA,LIENQUEO,ASTETE,INGRESO,2009-01,2011-01
HW2,Magia,2010-01,375554,S,ALUMNO CON DEUDA MOROSA,19191426,8,ANTHUARD,CHRISTOFHER,TURPIE,SÁEZ,4 SEMESTRE,2012-02,2012-02
HP1,Magia,1997-01,447587,S,BLOQUEO POR NO INSCRIPCION,25473277,6,XIALEM,RUBÉN,FURLANETTO,PORTFILTT,INGRESO,1997-01,1998-01
HW1,Magia,2004-01,560579,S,CAMBIO DE PLAN O CARRERA,22678386,2,ADELINA,GRICEL,LEMUS,COLOMBO,INGRESO,2004-01,2004-02
HW2,Magia,2004-01,617175,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS,22896522,2,NASTHIA,VICENTE,PERUSINA,WATANABE,INGRESO,2005-01,2006-02
HP1,Magia,1991-01,600587,S,BLOQUEO POR NO INSCRIPCION,24914923,9,FRANCES,CRISTOPHER,OYANADER,ATISHA,INGRESO,1991-01,1997-01
HW1,Magia,2003-01,482116,S,BLOQUEO POR NO INSCRIPCION,18204150,9,ALYSSA,ROCCO,TAPIA,ARELLANO,INGRESO,2003-01,2003-02
HW1,Magia,2001-01,369172,S,BLOQUEO POR NO INSCRIPCION,6222080,4,GALIA,LORENZO,DOWNEY,CALBACHO,INGRESO,2001-01,2001-02
HW2,Magia,2006-01,416315,S,ALUMNO EGRESADO,4458614,3,ARCELIA,CAMILO,RICCARDI,ANTOGNINI,10 SEMESTRE - EGRESO,2009-02,2009-02
HP1,Magia,1996-01,559805,S,BLOQUEO POR NO INSCRIPCION,24816771,5,RAMÓN,CARLOS,CRUZ,OLAVARRIA,INGRESO,1996-01,1997-01
HP1,Magia,1994-01,608044,S,BLOQUEO POR NO INSCRIPCION,8481550,2,JOSÉBELÉN,HIRAM,CURIHUAL,MAURO,INGRESO,1994-01,1998-02
HP1,Magia,1991-01,562656,S,BLOQUEO DE MATRICULA CONSULTAR EN COBRANZAS,18305115,3,POLETTE,ROSITA,PONCE,MONTEIROT,CUARTO AÑO,1996-02,2000-01
HW1,Magia,2002-01,437056,N,Sin Bloqueo,21559563,9,POLET,URBANO,REAL,RUSQUE,TERCER AÑO,2006-01,2008-02
HP1,Magia,1991-01,512526,S,ALUMNO EGRESADO,4110419,4,HALLEY,BALBI,LAFLOR,CASAS CORDERO,INGRESO,1991-01,1997-02
HP1,Magia,1993-01,570345,S,BLOQUEO POR NO INSCRIPCION,7822212,6,JEANPAUL,GUISELLA,CORRAL,ANDUEZA,INGRESO,1993-01,1997-02
HP2,Magia,2006-01,440470,S,CAMBIO DE PLAN O CARRERA,19016850,5,ELIZABETH,RONINIE,CAVADA,ACUNIS,INGRESO,2006-01,2006-01
HW1,Magia,2003-01,447115,S,BLOQUEO POR NO INSCRIPCION,14427570,5,COSME,AIRY,GALLARDO,HOFFMANN,INGRESO,2003-01,2003-02
HW2,Magia,2006-01,513451,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,20799970,5,ELIZABE,ADAMS,BREVIS,OVIEDO,2 SEMESTRE,2007-02,2009-01
HW1,Magia,2001-01,634177,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS,16472639,K,CATARI,CYNTHIA,PRATO,LISBOA,SEGUNDO AÑO,2004-01,2004-01
HP1,Magia,1992-01,399510,S,ALUMNO EGRESADO,20485469,9,GERARD,CARLOS,ERCILLA,MORCHIO,INGRESO,1992-01,2002-02
HW2,Magia,2015-01,481525,N,Sin Bloqueo,10544390,0,MARICEL,QUETZALI,VALDIVIESO,NEIRA,7 SEMESTRE,2021-02,2024-01
HP1,Magia,1991-01,423620,S,BLOQUEO POR NO INSCRIPCION,11481613,4,CLEMENTE,YURI,LLANCANAO,GORDILLO,INGRESO,1991-01,1996-02
HW2,Magia,2008-01,565728,S,ALUMNO LICENCIADO,16721500,5,AMADA,SAAC,VILO,ALVEAL,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2017-01,2017-01
HW2,Magia,2006-01,560372,S,SUSPENSION DE ESTUDIOS,10070498,1,JESSIPEL,DELCARME,BADILLA,FOUILLIOUX,INGRESO,2006-01,
HP1,Magia,1991-01,366673,S,BLOQUEO POR NO INSCRIPCION,16422738,8,ESTEPHANIA,EMELINA,ARMAS,MILLA,INGRESO,1991-01,1996-02
GH1,Magia,2003-01,593064,S,BLOQUEO POR NO INSCRIPCION,13490858,7,YAZNA,ANAVÌ,HAMASAKI,ALBORNOZ,INGRESO,2003-01,2003-02
